Origin Country,Destination Country,Intermediate Nodes,Transaction Type,Transaction Currency,Tax Treaty Applicable,Tax Evasion Risk Index
USA,UK,Ireland,Acquisition,USD,Yes,10.3529763695012
Japan,India,Singapore,Royalty,JPY,No,50.95946749812935
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.02794933447031
USA,South Africa,Ireland,Dividend,USD,Yes,30.035021385864386
France,USA,Ireland,Acquisition,EUR,Yes,18.414450895337133
USA,South Africa,Ireland,Dividend,USD,Yes,31.512877242418764
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.14286951878594
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.223390366206853
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.01810443780912
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.67936443719458
Switzerland,Brazil,Singapore,Investment,CHF,No,50.192937853504446
France,USA,Ireland,Acquisition,EUR,Yes,22.48625573334784
UK,India,Singapore,Investment,GBP,Yes,35.31515605264215
USA,South Africa,Ireland,Dividend,USD,Yes,29.58799914273029
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.87480019911816
Switzerland,Brazil,Singapore,Investment,CHF,No,49.97121598139869
France,USA,Ireland,Acquisition,EUR,Yes,19.36413003789081
France,South Africa,Mauritius,Royalty,EUR,No,55.96727255235707
Germany,China,Hong Kong,Royalty,EUR,No,55.53056379237454
USA,South Africa,Ireland,Dividend,USD,Yes,30.484399015595535
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.50426527317418
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.243166262556263
Japan,India,Singapore,Royalty,JPY,No,50.550062955651285
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.662992038982301
USA,South Africa,Ireland,Dividend,USD,Yes,30.508229262061555
Japan,India,Singapore,Royalty,JPY,No,50.20930948109463
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.059554963210463
Switzerland,Brazil,Singapore,Investment,CHF,No,49.73400483453034
Canada,China,Hong Kong,Acquisition,CAD,No,65.21728595950786
UK,India,Singapore,Investment,GBP,Yes,34.7862933829232
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Germany,China,Hong Kong,Royalty,EUR,No,56.08805415714772
France,USA,Ireland,Acquisition,EUR,Yes,20.468502532530945
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.877855197029414
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.03571395644039
Japan,India,Singapore,Royalty,JPY,No,46.62942163708515
USA,South Africa,Ireland,Dividend,USD,Yes,29.982203563410074
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.812026318694944
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.886027492684281
Japan,India,Singapore,Royalty,JPY,No,50.89689621282772
UK,China,Singapore,Acquisition,GBP,Yes,15.723633892997167
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.038126799802306
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.758211092458257
USA,South Africa,Ireland,Dividend,USD,Yes,30.08900861479494
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.85862843036133
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.100685178221774
Switzerland,Brazil,Singapore,Investment,CHF,No,48.74775852367762
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.53691790888584
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.11493485484879
Canada,China,Hong Kong,Acquisition,CAD,No,65.47650155901502
France,South Africa,Mauritius,Royalty,EUR,No,54.602535199019634
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.20059481243321
Japan,India,Singapore,Royalty,JPY,No,49.07533036990418
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.34235468572172
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.008190879941004
France,South Africa,Mauritius,Royalty,EUR,No,56.16685869042373
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.826412229023315
France,USA,Ireland,Acquisition,EUR,Yes,21.016032035610788
USA,South Africa,Ireland,Dividend,USD,Yes,30.628242883227404
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.522083970053984
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.875565343728624
UK,China,Singapore,Acquisition,GBP,Yes,14.977482349677622
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.175125485709426
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.46050315684579
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.288666197198946
France,South Africa,Mauritius,Royalty,EUR,No,55.274699320601606
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.252733820142808
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.646749547000542
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.98080508077438
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.92870592795269
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.031542477320492
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.63659939030762
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,UK,Ireland,Acquisition,USD,Yes,10.135738086919682
USA,UK,Ireland,Acquisition,USD,Yes,10.51138056879917
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.206252818193466
UK,China,Singapore,Acquisition,GBP,Yes,14.98204058574559
France,USA,Ireland,Acquisition,EUR,Yes,22.279478242793406
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.05064319267161
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.49222235180045
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Switzerland,Brazil,Singapore,Investment,CHF,No,48.843608869143914
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.882064661267147
UK,India,Singapore,Investment,GBP,Yes,36.29401193958039
Germany,China,Hong Kong,Royalty,EUR,No,55.86046511080419
Switzerland,Brazil,Singapore,Investment,CHF,No,49.91299406011964
France,South Africa,Mauritius,Royalty,EUR,No,55.14337960330242
Germany,China,Hong Kong,Royalty,EUR,No,55.52579885492231
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.012073784369793
UK,India,Singapore,Investment,GBP,Yes,36.44021702507309
Japan,India,Singapore,Royalty,JPY,No,48.770033808744884
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,South Africa,Ireland,Dividend,USD,Yes,30.28709312730897
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,South Africa,Mauritius,Royalty,EUR,No,55.60796344800841
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.935153203184058
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.533806662113214
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Canada,China,Hong Kong,Acquisition,CAD,No,65.65865222357925
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.93178789304654
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.746831800716553
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.73172839947808
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.76975709890197
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.699563679288023
Canada,China,Hong Kong,Acquisition,CAD,No,64.49030608015958
Switzerland,Brazil,Singapore,Investment,CHF,No,50.996488215635935
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.50486171107291
Switzerland,Brazil,Singapore,Investment,CHF,No,49.07665279810551
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.87462854994608
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.173502298305916
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.36514323707661
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.683578421800853
USA,South Africa,Ireland,Dividend,USD,Yes,30.008589801316543
Switzerland,Brazil,Singapore,Investment,CHF,No,50.88889157677341
UK,India,Singapore,Investment,GBP,Yes,36.122105668028915
Japan,India,Singapore,Royalty,JPY,No,48.75025148726554
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.425773978462779
France,South Africa,Mauritius,Royalty,EUR,No,54.72249846502946
Germany,China,Hong Kong,Royalty,EUR,No,55.74531130362442
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.96587676779695
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.634537777429113
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.741830776021196
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.44898805695443
Canada,China,Hong Kong,Acquisition,CAD,No,64.68671409175138
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.18202008228033
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.32679769662137
Canada,China,Hong Kong,Acquisition,CAD,No,64.99241946010207
France,USA,Ireland,Acquisition,EUR,Yes,20.41956836010952
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,28.0225810432621
France,South Africa,Mauritius,Royalty,EUR,No,54.205046032511355
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.988289573501493
USA,UK,Ireland,Acquisition,USD,Yes,10.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.099291599750224
Switzerland,Brazil,Singapore,Investment,CHF,No,50.5076286354157
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,India,Singapore,Investment,GBP,Yes,34.85396631019092
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.24285546847442
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.75162610011959
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.25009727426218
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.7948614019724
Germany,China,Hong Kong,Royalty,EUR,No,55.40627867666546
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.167325407412314
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.993575006361148
Japan,India,Singapore,Royalty,JPY,No,48.333819416637816
USA,South Africa,Ireland,Dividend,USD,Yes,30.038198322361197
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.59326096084706
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.10587063699323
Switzerland,Brazil,Singapore,Investment,CHF,No,49.11603057776156
USA,South Africa,Ireland,Dividend,USD,Yes,29.370162846632457
France,South Africa,Mauritius,Royalty,EUR,No,56.05594968128169
Germany,China,Hong Kong,Royalty,EUR,No,55.67438695624253
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.72307771678189
USA,South Africa,Ireland,Dividend,USD,Yes,31.48783963547735
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.779439336039363
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.633900977607805
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.4828257380491
Canada,China,Hong Kong,Acquisition,CAD,No,64.40145886143566
Germany,China,Hong Kong,Royalty,EUR,No,55.38520085042163
France,USA,Ireland,Acquisition,EUR,Yes,17.70861546500285
Germany,China,Hong Kong,Royalty,EUR,No,54.447051376833684
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.036502041385233
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.44760082666002
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.9413425342667
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.777858447218536
USA,South Africa,Ireland,Dividend,USD,Yes,31.551052064199435
UK,China,Hong Kong,Intercompany Loan,GBP,No,62.37122222375769
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.80799109047645
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.957441224038988
France,South Africa,Mauritius,Royalty,EUR,No,54.09370897841201
Canada,China,Hong Kong,Acquisition,CAD,No,63.04340212026146
Japan,India,Singapore,Royalty,JPY,No,50.233618361021755
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.234729637559347
UK,China,Singapore,Acquisition,GBP,Yes,16.01914424826481
Germany,China,Hong Kong,Royalty,EUR,No,55.91214365932138
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.45833662067931
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.50382235661058
USA,South Africa,Ireland,Dividend,USD,Yes,30.46844889435408
Japan,India,Singapore,Royalty,JPY,No,50.900489591397054
USA,UK,Ireland,Acquisition,USD,Yes,11.829396994413113
USA,UK,Ireland,Acquisition,USD,Yes,10.84238526913117
Japan,India,Singapore,Royalty,JPY,No,50.49391922286378
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.5308591537092
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.57724210010085
Germany,China,Hong Kong,Royalty,EUR,No,55.12187617839074
UK,China,Singapore,Acquisition,GBP,Yes,15.232222844439594
Germany,China,Hong Kong,Royalty,EUR,No,55.074544012877396
UK,China,Singapore,Acquisition,GBP,Yes,16.30866671162274
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.15082248535711
UK,India,Singapore,Investment,GBP,Yes,34.81428248694036
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.60854448850302
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.616895113463162
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.367820251605075
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.84792018851906
Canada,China,Hong Kong,Acquisition,CAD,No,65.11759254632925
France,South Africa,Mauritius,Royalty,EUR,No,54.811213537419874
Japan,India,Singapore,Royalty,JPY,No,48.39295900579943
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.256275882213917
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
France,South Africa,Mauritius,Royalty,EUR,No,53.611743533746676
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.79894159709791
UK,India,Singapore,Investment,GBP,Yes,33.622045540174845
Japan,India,Singapore,Royalty,JPY,No,50.64095673840412
UK,India,Singapore,Investment,GBP,Yes,33.68852121844469
UK,China,Singapore,Acquisition,GBP,Yes,16.379346476416025
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.101333771614044
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.96709536913228
Switzerland,Brazil,Singapore,Investment,CHF,No,50.5402367100119
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.044520898344048
Germany,China,Hong Kong,Royalty,EUR,No,53.98590865622114
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.042152815824384
Germany,China,Hong Kong,Royalty,EUR,No,55.20830385473326
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.22406943599479
Canada,China,Hong Kong,Acquisition,CAD,No,66.3390712529282
Japan,India,Singapore,Royalty,JPY,No,48.25970422404251
Germany,China,Hong Kong,Royalty,EUR,No,55.49989075517048
Japan,India,Singapore,Royalty,JPY,No,50.881843913899225
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.719367630579335
Germany,China,Hong Kong,Royalty,EUR,No,54.01617472035858
France,South Africa,Mauritius,Royalty,EUR,No,54.990878567051496
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.8763842717176
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.987330707765764
France,USA,Ireland,Acquisition,EUR,Yes,20.70493264353027
USA,South Africa,Ireland,Dividend,USD,Yes,30.024640502643695
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,USA,Ireland,Acquisition,EUR,Yes,18.462389128942622
Switzerland,Brazil,Singapore,Investment,CHF,No,48.14087639407723
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.1077352676198
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.11018329310701
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.04986468452494
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.90412549141055
UK,India,Singapore,Investment,GBP,Yes,34.631666422451715
Canada,China,Hong Kong,Acquisition,CAD,No,65.06020212319531
France,South Africa,Mauritius,Royalty,EUR,No,53.86789024374477
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.93252097792347
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,67.277746181671
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.36806110131221
Canada,China,Hong Kong,Acquisition,CAD,No,65.14026756279807
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.144839978075687
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.79340920567564
Germany,China,Hong Kong,Royalty,EUR,No,54.6746908276114
UK,India,Singapore,Investment,GBP,Yes,35.437543559809065
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.753001357642695
Canada,China,Hong Kong,Acquisition,CAD,No,65.30884443781329
France,South Africa,Mauritius,Royalty,EUR,No,54.3158754596571
Switzerland,Brazil,Singapore,Investment,CHF,No,49.265942659388145
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.58645948836817
Germany,China,Hong Kong,Royalty,EUR,No,56.77598802331618
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.198041922330724
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.7836926440648
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.815776201517984
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.780251106228587
UK,China,Singapore,Acquisition,GBP,Yes,14.452054703820236
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.986333831373155
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.93550211028529
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.274316217998601
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.1163962887771
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.86183996357703
France,USA,Ireland,Acquisition,EUR,Yes,19.200481864934105
UK,China,Singapore,Acquisition,GBP,Yes,15.470331395734538
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.48658318264427
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.24301303071017
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.352473388802075
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.39112020406425
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.222900000139514
Switzerland,Brazil,Singapore,Investment,CHF,No,50.23393839636286
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.08898946732176
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.27334285767104
UK,India,Singapore,Investment,GBP,Yes,35.877194136863885
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.42525728563879
UK,China,Singapore,Acquisition,GBP,Yes,16.92743646119204
France,South Africa,Mauritius,Royalty,EUR,No,54.01076433356251
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.5974153582136
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.50259613130608
UK,China,Singapore,Acquisition,GBP,Yes,15.04024146567365
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Germany,China,Hong Kong,Royalty,EUR,No,54.73370051745623
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.717672235505173
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.160640719426013
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.29763499630701
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.08511051490758
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.85679554646985
Canada,China,Hong Kong,Acquisition,CAD,No,67.12811835079906
UK,India,Singapore,Investment,GBP,Yes,35.10410380873485
UK,India,Singapore,Investment,GBP,Yes,35.07455282578059
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.469586380044646
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.52344311255021
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.41519646356496
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.433255387072453
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.34026966281759
France,USA,Ireland,Acquisition,EUR,Yes,19.98442025494622
UK,China,Singapore,Acquisition,GBP,Yes,14.938818014165115
UK,China,Singapore,Acquisition,GBP,Yes,14.838048183777616
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
USA,South Africa,Ireland,Dividend,USD,Yes,28.574553022551637
France,USA,Ireland,Acquisition,EUR,Yes,19.026017814896413
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.048256192993104
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.54608001275633
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Switzerland,Brazil,Singapore,Investment,CHF,No,49.657531717196846
France,South Africa,Mauritius,Royalty,EUR,No,54.39989627716244
Canada,China,Hong Kong,Acquisition,CAD,No,64.83367553158732
France,South Africa,Mauritius,Royalty,EUR,No,54.95825630509017
Switzerland,Brazil,Singapore,Investment,CHF,No,48.393621635811705
UK,China,Singapore,Acquisition,GBP,Yes,17.79112894889326
